vehicle_id,timestamp,speed,engine_temp,fuel_efficiency,ambient_temp,rpm,brake_events,fault_code,anomaly_type,anomaly_detected,anomaly_score,analysis_timestamp
VEH-039,2025-07-01,42.4,92.41,12.82,37,3548,3,,normal,0,0.0341964,2025-07-27 16:05:16
VEH-040,2025-07-01,46.12,88.4,13.85,29,3258,2,,normal,0,0.006581417,2025-07-27 16:05:16
VEH-041,2025-07-01,59.14,98.09,13.07,26,4949,1,,high_rpm,1,0.5788903,2025-07-27 16:05:16
VEH-042,2025-07-01,50.58,86.56,13.58,38,2116,1,,normal,0,0.00040087773,2025-07-27 16:05:16
VEH-043,2025-07-01,61.35,69.12,13.9,36,3755,0,,normal,0,0.0007775849,2025-07-27 16:05:16
VEH-044,2025-07-01,64.81,90.86,14.04,36,2262,1,,normal,0,0.00019025382,2025-07-27 16:05:16
VEH-045,2025-07-01,74.84,84.93,11.98,26,2827,0,,normal,0,0.00067522615,2025-07-27 16:05:16
VEH-046,2025-07-01,79.26,83.93,14.32,38,2896,6,,excessive_braking,1,0.99315524,2025-07-27 16:05:16
VEH-047,2025-07-01,27.11,87.85,19.64,32,2099,1,,normal,0,0.0002044104,2025-07-27 16:05:16
VEH-048,2025-07-01,49.11,60.0,14.44,32,2780,4,,normal,0,0.0006895346,2025-07-27 16:05:16
VEH-049,2025-07-01,66.79,81.49,14.68,32,2473,0,,normal,0,5.435697e-05,2025-07-27 16:05:16
VEH-050,2025-07-01,37.71,71.01,15.43,31,2256,3,,normal,0,0.00027545608,2025-07-27 16:05:16
VEH-051,2025-07-01,49.37,91.22,12.22,40,4196,6,,excessive_braking,1,0.9888595,2025-07-27 16:05:16
VEH-052,2025-07-01,59.67,108.31,19.36,27,3939,3,,normal,0,0.00782873,2025-07-27 16:05:16
VEH-053,2025-07-01,79.71,84.79,12.32,25,4170,3,,normal,0,0.020496333,2025-07-27 16:05:16
VEH-054,2025-07-01,48.85,83.58,15.55,30,4396,0,,normal,0,0.021621538,2025-07-27 16:05:16
VEH-055,2025-07-01,95.4,91.7,15.77,30,2444,4,,normal,0,0.00036047288,2025-07-27 16:05:16
VEH-056,2025-07-01,53.01,93.15,17.41,33,2103,4,,normal,0,0.0014325368,2025-07-27 16:05:16
VEH-057,2025-07-01,54.99,82.98,14.93,25,4194,4,,normal,0,0.015616797,2025-07-27 16:05:16
VEH-058,2025-07-01,48.78,80.95,11.54,27,4461,4,,normal,0,0.09656806,2025-07-27 16:05:16
VEH-059,2025-07-01,56.69,70.22,21.36,32,4314,1,,normal,0,0.002635038,2025-07-27 16:05:16
VEH-060,2025-07-01,47.77,95.94,12.02,39,4583,4,,normal,0,0.16351253,2025-07-27 16:05:16
VEH-061,2025-07-01,44.98,83.3,15.73,35,3830,3,,normal,0,0.0060284142,2025-07-27 16:05:16
VEH-062,2025-07-01,41.61,85.21,18.3,38,2497,6,,excessive_braking,1,0.9913763,2025-07-27 16:05:16
VEH-063,2025-07-01,78.64,80.11,9.73,39,2478,2,,normal,0,0.0011111228,2025-07-27 16:05:16
VEH-064,2025-07-01,51.28,94.03,17.19,25,3744,0,,normal,0,0.002435202,2025-07-27 16:05:16
VEH-065,2025-07-01,42.51,72.84,17.64,38,2499,5,,normal,0,0.007808401,2025-07-27 16:05:16
VEH-066,2025-07-01,55.55,94.93,8.04,25,2279,0,,normal,0,0.032991078,2025-07-27 16:05:16
VEH-067,2025-07-01,71.34,87.13,11.54,33,2410,5,,normal,0,0.05261587,2025-07-27 16:05:16
VEH-068,2025-07-01,64.41,93.11,16.77,39,2495,1,,normal,0,7.1011134e-05,2025-07-27 16:05:16
VEH-069,2025-07-01,59.39,85.27,15.27,35,2896,5,,normal,0,0.025888152,2025-07-27 16:05:16
VEH-070,2025-07-01,57.05,89.26,12.67,25,3552,2,,normal,0,0.011040793,2025-07-27 16:05:16
VEH-071,2025-07-01,63.2,77.69,13.88,30,4221,0,,normal,0,0.006228236,2025-07-27 16:05:16
VEH-072,2025-07-01,61.58,79.42,12.48,36,3898,3,,normal,0,0.01797215,2025-07-27 16:05:16
VEH-073,2025-07-01,48.28,85.21,13.27,38,4199,0,,normal,0,0.019887798,2025-07-27 16:05:16
VEH-074,2025-07-01,67.71,78.15,15.25,40,3128,6,,excessive_braking,1,0.9925732,2025-07-27 16:05:16
VEH-075,2025-07-01,50.64,74.37,11.61,36,3988,4,,normal,0,0.052063018,2025-07-27 16:05:16
VEH-076,2025-07-01,59.63,84.52,12.05,36,3309,4,,normal,0,0.014723841,2025-07-27 16:05:16
VEH-077,2025-07-01,77.25,82.47,14.15,27,2707,3,,normal,0,0.000390718,2025-07-27 16:05:16
VEH-078,2025-07-01,40.84,64.01,8.02,26,4898,3,,high_rpm,1,0.74983215,2025-07-27 16:05:16
VEH-079,2025-07-01,56.18,75.27,13.8,38,3938,4,,normal,0,0.017181128,2025-07-27 16:05:16
VEH-080,2025-07-01,76.24,66.81,17.98,25,3603,6,,excessive_braking,1,0.9859012,2025-07-27 16:05:16
VEH-081,2025-07-01,49.21,106.78,15.49,40,2862,3,,normal,0,0.017956434,2025-07-27 16:05:16
VEH-082,2025-07-01,60.07,112.83,14.77,38,3685,6,,excessive_braking,1,0.9900293,2025-07-27 16:05:16
VEH-083,2025-07-01,65.63,84.04,20.99,27,4824,5,,high_rpm,1,0.6424738,2025-07-27 16:05:16
VEH-084,2025-07-01,53.97,101.4,17.01,28,3190,1,,normal,0,0.0021212313,2025-07-27 16:05:16
VEH-085,2025-07-01,43.89,72.27,13.15,35,2090,1,,normal,0,0.00021541021,2025-07-27 16:05:16
VEH-086,2025-07-01,63.92,73.19,13.02,26,2857,0,,normal,0,0.00027134907,2025-07-27 16:05:16
VEH-087,2025-07-01,36.12,87.2,14.64,31,2755,4,,normal,0,0.012111255,2025-07-27 16:05:16
VEH-088,2025-07-01,65.35,101.34,15.42,40,2055,3,,normal,0,0.0009096382,2025-07-27 16:05:16
VEH-089,2025-07-01,68.48,94.19,19.18,25,4111,6,,excessive_braking,1,0.9920915,2025-07-27 16:05:16
VEH-090,2025-07-01,59.8,100.06,14.7,36,2835,5,,normal,0,0.04057583,2025-07-27 16:05:16
VEH-091,2025-07-01,27.48,72.64,10.13,25,3337,4,,normal,0,0.015744874,2025-07-27 16:05:16
VEH-092,2025-07-01,45.09,97.37,13.81,39,2569,4,,normal,0,0.02575697,2025-07-27 16:05:16
VEH-093,2025-07-01,53.65,96.42,16.85,31,3691,1,,normal,0,0.0024162254,2025-07-27 16:05:16
VEH-094,2025-07-01,76.77,89.11,12.13,37,2966,1,,normal,0,0.0005933043,2025-07-27 16:05:16
VEH-095,2025-07-01,37.07,83.3,14.9,33,3047,0,,normal,0,0.0012217504,2025-07-27 16:05:16
VEH-096,2025-07-01,43.66,90.65,19.32,37,3965,3,,normal,0,0.006617154,2025-07-27 16:05:16
VEH-097,2025-07-01,66.49,73.16,8.01,36,3389,0,,normal,0,0.015343455,2025-07-27 16:05:16
VEH-098,2025-07-01,62.55,90.44,18.39,28,4478,2,,normal,0,0.029300604,2025-07-27 16:05:16
VEH-099,2025-07-01,64.48,89.83,15.53,26,4070,4,,normal,0,0.01025049,2025-07-27 16:05:16
VEH-100,2025-07-01,44.33,106.8,15.08,28,2848,3,,normal,0,0.028706951,2025-07-27 16:05:16
VEH-001,2025-07-02,63.93,94.4,13.53,35,3830,2,,normal,0,0.0072156913,2025-07-27 16:05:16
VEH-002,2025-07-02,62.04,86.6,17.24,39,2586,2,,normal,0,7.649508e-05,2025-07-27 16:05:16
VEH-003,2025-07-02,58.17,77.36,13.27,31,2425,1,,normal,0,0.00025132406,2025-07-27 16:05:16
VEH-004,2025-07-02,48.98,100.45,18.16,35,4781,4,,normal,0,0.3920505,2025-07-27 16:05:16
VEH-005,2025-07-02,58.34,77.7,15.45,37,2196,1,,normal,0,3.3459368e-05,2025-07-27 16:05:16
VEH-006,2025-07-02,74.55,80.58,14.26,40,2828,5,,normal,0,0.025181726,2025-07-27 16:05:16
VEH-007,2025-07-02,49.23,77.43,13.23,30,4852,2,,high_rpm,1,0.5038185,2025-07-27 16:05:16
VEH-008,2025-07-02,50.95,90.14,8.12,27,3252,5,,normal,0,0.17284495,2025-07-27 16:05:16
VEH-009,2025-07-02,67.63,85.45,13.75,39,2623,3,,normal,0,0.00060788443,2025-07-27 16:05:16
VEH-010,2025-07-02,59.37,87.37,10.78,34,4662,6,,excessive_braking,1,0.9911737,2025-07-27 16:05:16
VEH-011,2025-07-02,63.03,79.05,14.8,33,4001,0,,normal,0,0.0014237686,2025-07-27 16:05:16
VEH-012,2025-07-02,70.67,91.97,15.35,39,3753,0,,normal,0,0.0008083366,2025-07-27 16:05:16
VEH-013,2025-07-02,24.73,91.23,15.33,35,4129,2,,normal,0,0.062599115,2025-07-27 16:05:16
VEH-014,2025-07-02,62.31,98.84,19.14,27,3686,3,,normal,0,0.0016908158,2025-07-27 16:05:16
VEH-015,2025-07-02,73.52,88.12,15.69,39,4396,2,,normal,0,0.016808445,2025-07-27 16:05:16
VEH-016,2025-07-02,80.42,84.65,13.27,31,3630,4,,normal,0,0.0054252446,2025-07-27 16:05:16
VEH-017,2025-07-02,53.17,84.35,14.15,35,4177,5,,normal,0,0.04178672,2025-07-27 16:05:16
VEH-018,2025-07-02,55.23,87.39,14.52,29,2339,2,,normal,0,0.0005536867,2025-07-27 16:05:16
VEH-019,2025-07-02,28.55,72.46,18.17,38,3234,2,,normal,0,0.00033627122,2025-07-27 16:05:16
VEH-020,2025-07-02,84.7,88.23,18.97,40,3024,4,,normal,0,0.00036266306,2025-07-27 16:05:16
VEH-021,2025-07-02,49.94,110.46,16.41,31,3869,3,,normal,0,0.03267507,2025-07-27 16:05:16
VEH-022,2025-07-02,89.65,70.13,13.28,33,3200,6,,excessive_braking,1,0.9932774,2025-07-27 16:05:16
VEH-023,2025-07-02,74.46,83.19,12.78,37,4185,0,,normal,0,0.007701826,2025-07-27 16:05:16
VEH-024,2025-07-02,73.86,73.36,17.04,39,2668,3,,normal,0,8.455377e-05,2025-07-27 16:05:16
VEH-025,2025-07-02,46.79,97.04,12.5,35,3072,2,,normal,0,0.024536857,2025-07-27 16:05:16
VEH-026,2025-07-02,70.99,60.73,12.03,26,4865,5,,high_rpm,1,0.6717788,2025-07-27 16:05:16
VEH-027,2025-07-02,47.54,87.42,12.47,25,3221,1,,normal,0,0.0088536795,2025-07-27 16:05:16
VEH-028,2025-07-02,86.43,102.63,14.77,34,2855,0,,normal,0,0.00011065,2025-07-27 16:05:16
VEH-029,2025-07-02,63.01,82.26,13.36,31,2076,4,,normal,0,0.0014410624,2025-07-27 16:05:16
VEH-030,2025-07-02,64.8,85.02,12.92,32,2546,0,,normal,0,0.00028176155,2025-07-27 16:05:16
VEH-031,2025-07-02,26.83,83.65,14.89,30,4339,5,,normal,0,0.0665939,2025-07-27 16:05:16
VEH-032,2025-07-02,81.25,72.67,19.83,29,4070,4,,normal,0,0.0023911076,2025-07-27 16:05:16
VEH-033,2025-07-02,59.02,90.91,12.7,26,2377,6,,excessive_braking,1,0.9957254,2025-07-27 16:05:16
VEH-034,2025-07-02,42.27,79.59,16.71,37,4927,2,,high_rpm,1,0.66723454,2025-07-27 16:05:16
VEH-035,2025-07-02,58.13,87.63,20.77,27,2500,1,,normal,0,1.9095547e-05,2025-07-27 16:05:16
VEH-036,2025-07-02,39.99,95.04,14.62,28,3733,1,,normal,0,0.022321047,2025-07-27 16:05:16
VEH-037,2025-07-02,53.06,89.61,9.52,28,2092,1,,normal,0,0.008319994,2025-07-27 16:05:16
VEH-038,2025-07-02,58.12,89.97,13.18,33,2408,2,,normal,0,0.0011971724,2025-07-27 16:05:16
VEH-039,2025-07-02,90.45,95.03,10.69,39,4944,4,,high_rpm,0,0.33952832,2025-07-27 16:05:16
VEH-040,2025-07-02,43.44,96.51,15.27,27,2929,5,,normal,0,0.055921666,2025-07-27 16:05:16
VEH-041,2025-07-02,50.55,85.68,9.11,37,3377,5,,normal,0,0.12901257,2025-07-27 16:05:16
VEH-042,2025-07-02,35.22,87.33,14.67,32,4910,0,,high_rpm,1,0.68400323,2025-07-27 16:05:16
VEH-043,2025-07-02,57.26,80.25,12.81,29,3365,6,,excessive_braking,1,0.99242115,2025-07-27 16:05:16
VEH-044,2025-07-02,58.1,83.42,13.26,29,4667,6,,excessive_braking,1,0.9948427,2025-07-27 16:05:16
VEH-045,2025-07-02,37.98,80.5,15.93,32,4780,6,,excessive_braking,1,0.99748755,2025-07-27 16:05:16
VEH-046,2025-07-02,80.54,93.21,12.58,38,2669,0,,normal,0,0.0001926802,2025-07-27 16:05:16
VEH-047,2025-07-02,57.62,78.98,13.6,35,2906,5,,normal,0,0.036133513,2025-07-27 16:05:16
VEH-048,2025-07-02,23.89,90.3,18.42,40,2203,3,,normal,0,0.00271426,2025-07-27 16:05:16
VEH-049,2025-07-02,64.56,94.17,16.7,34,3949,5,,normal,0,0.022392377,2025-07-27 16:05:16
VEH-050,2025-07-02,56.22,74.27,16.11,29,2703,3,,normal,0,0.00025019536,2025-07-27 16:05:16
VEH-051,2025-07-02,37.3,102.38,17.49,35,3242,0,,normal,0,0.0062321983,2025-07-27 16:05:16
VEH-052,2025-07-02,57.25,72.37,18.2,34,2293,1,,normal,0,7.945362e-06,2025-07-27 16:05:16
VEH-053,2025-07-02,24.68,91.03,20.77,36,2418,0,,normal,0,0.00020897492,2025-07-27 16:05:16
VEH-054,2025-07-02,17.58,94.98,16.64,29,2938,0,,normal,0,0.012352844,2025-07-27 16:05:16
VEH-055,2025-07-02,71.06,92.72,19.49,37,4570,6,,excessive_braking,1,0.9970473,2025-07-27 16:05:16
VEH-056,2025-07-02,65.28,105.27,14.69,29,4831,3,,high_rpm,0,0.22873375,2025-07-27 16:05:16
VEH-057,2025-07-02,60.64,87.57,22.22,33,3768,0,,normal,0,9.01425e-05,2025-07-27 16:05:16
VEH-058,2025-07-02,41.29,99.11,20.62,37,4371,2,,normal,0,0.060818035,2025-07-27 16:05:16
VEH-059,2025-07-02,41.08,84.32,15.22,39,4349,3,,normal,0,0.056391668,2025-07-27 16:05:16
VEH-060,2025-07-02,70.86,87.17,18.22,34,4626,1,,normal,0,0.03677877,2025-07-27 16:05:16
VEH-061,2025-07-02,29.86,89.54,12.2,34,2494,1,,normal,0,0.01412578,2025-07-27 16:05:16
VEH-062,2025-07-02,48.96,97.4,16.98,28,4290,4,,normal,0,0.029930605,2025-07-27 16:05:16
VEH-063,2025-07-02,50.61,89.81,14.4,29,2718,1,,normal,0,0.0012531768,2025-07-27 16:05:16
VEH-064,2025-07-02,59.75,81.71,14.12,26,3144,1,,normal,0,0.00086390984,2025-07-27 16:05:16
VEH-065,2025-07-02,24.36,68.46,16.76,34,2585,3,,normal,0,0.00025891766,2025-07-27 16:05:16
VEH-066,2025-07-02,61.94,79.54,14.23,27,4217,0,,normal,0,0.0063937954,2025-07-27 16:05:16
VEH-067,2025-07-02,41.72,81.86,7.99,28,2478,6,,low_fuel_efficiency,1,0.9975287,2025-07-27 16:05:16
VEH-068,2025-07-02,62.47,95.29,13.26,36,4287,3,,normal,0,0.032273985,2025-07-27 16:05:16
VEH-069,2025-07-02,34.44,87.51,19.98,40,3020,3,,normal,0,0.00075123046,2025-07-27 16:05:16
VEH-070,2025-07-02,30.7,88.62,14.29,35,3547,0,,normal,0,0.010764005,2025-07-27 16:05:16
VEH-071,2025-07-02,55.41,86.24,18.01,30,2836,6,,excessive_braking,1,0.9904053,2025-07-27 16:05:16
VEH-072,2025-07-02,52.48,88.88,16.51,29,3870,0,,normal,0,0.001681265,2025-07-27 16:05:16
VEH-073,2025-07-02,48.99,97.09,16.19,29,4306,2,,normal,0,0.030235406,2025-07-27 16:05:16
VEH-074,2025-07-02,65.1,95.41,16.49,31,4540,2,,normal,0,0.06401352,2025-07-27 16:05:16
VEH-075,2025-07-02,66.13,74.27,15.77,30,4275,3,,normal,0,0.007814469,2025-07-27 16:05:16
VEH-076,2025-07-02,59.23,98.19,13.03,36,4599,5,,normal,0,0.10928437,2025-07-27 16:05:16
VEH-077,2025-07-02,41.89,84.23,12.88,30,4008,4,,normal,0,0.026444115,2025-07-27 16:05:16
VEH-078,2025-07-02,58.36,76.82,12.57,39,4654,6,,excessive_braking,1,0.995896,2025-07-27 16:05:16
VEH-079,2025-07-02,44.4,74.28,13.69,28,4080,0,,normal,0,0.004584401,2025-07-27 16:05:16
VEH-080,2025-07-02,52.37,108.38,13.65,27,2230,3,,normal,0,0.017640214,2025-07-27 16:05:16
VEH-081,2025-07-02,39.03,78.82,12.69,37,3434,2,,normal,0,0.007453606,2025-07-27 16:05:16
VEH-082,2025-07-02,46.04,94.13,14.88,40,4236,0,,normal,0,0.023626141,2025-07-27 16:05:16
VEH-083,2025-07-02,65.46,73.39,13.86,25,2969,2,,normal,0,0.00055683986,2025-07-27 16:05:16
VEH-084,2025-07-02,55.19,74.76,13.6,28,2549,6,,excessive_braking,1,0.99267006,2025-07-27 16:05:16
VEH-085,2025-07-02,47.99,85.79,21.27,30,4992,5,,high_rpm,1,0.85922784,2025-07-27 16:05:16
VEH-086,2025-07-02,72.44,92.81,21.72,31,2301,0,,normal,0,2.686682e-06,2025-07-27 16:05:16
VEH-087,2025-07-02,32.87,83.31,13.86,34,2827,0,,normal,0,0.0020400702,2025-07-27 16:05:16
VEH-088,2025-07-02,71.44,86.27,15.85,30,4469,2,,normal,0,0.026360923,2025-07-27 16:05:16
VEH-089,2025-07-02,67.51,86.66,14.3,37,4827,4,,high_rpm,0,0.41230455,2025-07-27 16:05:16
VEH-090,2025-07-02,42.93,76.07,15.86,31,3474,0,,normal,0,0.00041610573,2025-07-27 16:05:16
VEH-091,2025-07-02,46.46,100.08,14.61,35,2250,4,,normal,0,0.02540888,2025-07-27 16:05:16
VEH-092,2025-07-02,62.81,77.12,15.89,26,2500,0,,normal,0,4.299768e-05,2025-07-27 16:05:16
VEH-093,2025-07-02,40.52,76.22,17.2,32,2807,3,,normal,0,0.00033963285,2025-07-27 16:05:16
VEH-094,2025-07-02,49.17,71.35,19.12,31,3773,2,,normal,0,0.0003600844,2025-07-27 16:05:16
VEH-095,2025-07-02,44.84,88.39,10.08,36,2522,6,,excessive_braking,1,0.99646306,2025-07-27 16:05:16
VEH-096,2025-07-02,52.84,73.06,18.52,27,4489,0,,normal,0,0.010341077,2025-07-27 16:05:16
VEH-097,2025-07-02,63.01,87.17,20.81,34,2248,2,,normal,0,1.1001887e-05,2025-07-27 16:05:16
VEH-098,2025-07-02,55.17,87.33,21.55,35,3667,2,,normal,0,0.0003112025,2025-07-27 16:05:16
VEH-099,2025-07-02,47.03,69.23,15.58,35,3061,3,,normal,0,0.0005451088,2025-07-27 16:05:16
VEH-100,2025-07-02,61.73,70.97,13.99,39,3341,4,,normal,0,0.0037535874,2025-07-27 16:05:16
VEH-001,2025-07-03,55.96,84.26,18.87,34,2827,3,,normal,0,0.00015731683,2025-07-27 16:05:16
VEH-002,2025-07-03,37.16,82.49,12.11,31,4695,3,,normal,0,0.2796361,2025-07-27 16:05:16
VEH-003,2025-07-03,46.37,94.75,15.09,28,4450,0,,normal,0,0.10007684,2025-07-27 16:05:16
VEH-004,2025-07-03,66.92,80.19,12.36,31,2503,5,,normal,0,0.04110012,2025-07-27 16:05:16
VEH-005,2025-07-03,69.84,94.09,13.48,32,2724,1,,normal,0,0.0005574431,2025-07-27 16:05:16
VEH-006,2025-07-03,85.77,97.7,15.06,30,2718,5,,normal,0,0.022844758,2025-07-27 16:05:16
VEH-007,2025-07-03,46.5,88.73,19.62,27,3457,6,,excessive_braking,1,0.9906848,2025-07-27 16:05:16
VEH-008,2025-07-03,49.64,84.36,13.8,39,4690,2,,normal,0,0.3073295,2025-07-27 16:05:16
VEH-009,2025-07-03,84.24,93.69,15.67,27,4448,5,,normal,0,0.03433711,2025-07-27 16:05:16
VEH-010,2025-07-03,50.82,90.22,11.0,32,4030,2,,normal,0,0.060125828,2025-07-27 16:05:16
VEH-011,2025-07-03,52.23,75.76,12.06,37,2749,2,,normal,0,0.0013837417,2025-07-27 16:05:16
VEH-012,2025-07-03,49.98,92.82,15.63,30,3353,2,,normal,0,0.003584626,2025-07-27 16:05:16
VEH-013,2025-07-03,63.78,76.25,15.18,38,2229,6,,excessive_braking,1,0.99171585,2025-07-27 16:05:16
VEH-014,2025-07-03,57.48,80.54,12.98,37,3124,5,,normal,0,0.04301627,2025-07-27 16:05:16
VEH-015,2025-07-03,59.58,64.8,14.28,32,3696,2,,normal,0,0.0011929332,2025-07-27 16:05:16
VEH-016,2025-07-03,70.71,83.33,17.16,33,4489,3,,normal,0,0.030968238,2025-07-27 16:05:16
VEH-017,2025-07-03,25.65,91.89,5.92,29,3423,2,,low_fuel_efficiency,0,0.37028447,2025-07-27 16:05:16
VEH-018,2025-07-03,67.38,85.44,19.24,32,2754,6,,excessive_braking,1,0.9876666,2025-07-27 16:05:16
VEH-019,2025-07-03,46.46,93.29,16.99,37,4804,5,,high_rpm,0,0.467528,2025-07-27 16:05:16
VEH-020,2025-07-03,29.64,76.69,13.34,37,4729,2,,normal,0,0.39130974,2025-07-27 16:05:16
VEH-021,2025-07-03,63.55,103.36,13.78,30,4126,6,,excessive_braking,1,0.9820765,2025-07-27 16:05:16
VEH-022,2025-07-03,13.01,77.35,13.61,32,3064,2,,normal,0,0.0060824784,2025-07-27 16:05:16
VEH-023,2025-07-03,63.79,84.82,19.2,25,4476,2,,normal,0,0.02144407,2025-07-27 16:05:16
VEH-024,2025-07-03,75.13,91.34,11.7,34,4165,5,,normal,0,0.04011182,2025-07-27 16:05:16
VEH-025,2025-07-03,78.41,83.69,11.76,36,4621,1,,normal,0,0.12980156,2025-07-27 16:05:16
VEH-026,2025-07-03,44.09,87.3,19.49,29,2844,1,,normal,0,0.00014315499,2025-07-27 16:05:16
VEH-027,2025-07-03,54.98,92.23,19.23,36,3799,5,,normal,0,0.034387007,2025-07-27 16:05:16
VEH-028,2025-07-03,51.48,71.89,13.94,30,3607,6,,excessive_braking,1,0.98934084,2025-07-27 16:05:16
VEH-029,2025-07-03,61.67,83.56,14.5,40,3354,6,,excessive_braking,1,0.9931186,2025-07-27 16:05:16
VEH-030,2025-07-03,55.38,74.8,14.96,34,3636,5,,normal,0,0.0248193,2025-07-27 16:05:16
VEH-031,2025-07-03,52.54,87.39,11.94,33,4529,1,,normal,0,0.16735616,2025-07-27 16:05:16
VEH-032,2025-07-03,31.72,81.92,18.86,38,2135,2,,normal,0,0.00012420179,2025-07-27 16:05:16
VEH-033,2025-07-03,57.25,97.85,17.14,40,2723,0,,normal,0,0.00017949667,2025-07-27 16:05:16
VEH-034,2025-07-03,85.84,90.26,20.28,27,4399,5,,normal,0,0.10352865,2025-07-27 16:05:16
VEH-035,2025-07-03,43.75,96.82,10.94,30,3274,1,,normal,0,0.0628121,2025-07-27 16:05:16
VEH-036,2025-07-03,75.23,78.25,22.53,33,2153,3,,normal,0,5.2136234e-06,2025-07-27 16:05:16
VEH-037,2025-07-03,63.3,67.49,15.52,39,3833,1,,normal,0,0.0006896753,2025-07-27 16:05:16
